Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2024,Sí,45 - 64,Home,Classe I,Estudis universitaris,Girona,31.9,351160,857,112020
Malestar emocional,2024,No,45 - 64,Home,Classe I,Estudis universitaris,Girona,68.1,683568,895,465510
Malestar emocional,2026,Sí,15 - 44,Home,Classe III,Estudis secundaris,Girona,22.1,197817,275,43718
Malestar emocional,2026,No,15 - 44,Home,Classe III,Estudis secundaris,Girona,77.9,145448,522,113304
Malestar emocional,2024,Sí,0 - 14,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,29.4,400793,1186,117833
Malestar emocional,2024,No,0 - 14,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,70.6,1081476,1922,763522
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,34.6,1274014,6007,440809
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,65.4,165667,549,108346
Malestar emocional,2026,Sí,15 - 44,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,32.9,967187,3500,318205
Malestar emocional,2026,No,15 - 44,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,67.1,1007807,1120,676238
Malestar emocional,2023,Sí,15 - 44,Home,Classe I,Estudis secundaris,Camp de Tarragona,24.4,281671,1117,68728
Malestar emocional,2023,No,15 - 44,Home,Classe I,Estudis secundaris,Camp de Tarragona,75.6,1321212,2841,998836
Malestar emocional,2023,Sí,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,22.4,268958,370,60247
Malestar emocional,2023,No,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,77.6,915708,3307,710589
Malestar emocional,2025,Sí,45 - 64,Home,Classe I,Estudis universitaris,Girona,31.9,1482637,4551,472961
Malestar emocional,2025,No,45 - 64,Home,Classe I,Estudis universitaris,Girona,68.1,1427536,2771,972152
Malestar emocional,2023,Sí,45 - 64,Home,Classe III,Estudis universitaris,Terres de l’Ebre,31.3,381963,1871,119554
Malestar emocional,2023,No,45 - 64,Home,Classe III,Estudis universitaris,Terres de l’Ebre,68.7,1251296,5065,859640
Malestar emocional,2026,Sí,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,17.4,1144949,4851,199221
Malestar emocional,2026,No,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,82.6,426920,380,352636
Malestar emocional,2023,Sí,15 - 44,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,21.7,927290,4612,201222
Malestar emocional,2023,No,15 - 44,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,78.3,186613,570,146118
Malestar emocional,2024,Sí,65 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,21.1,1390678,6398,293433
Malestar emocional,2024,No,65 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,78.9,1480951,7396,1168470
Malestar emocional,2024,Sí,75 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,32.8,802634,2928,263264
Malestar emocional,2024,No,75 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,67.2,702835,2901,472305
Malestar emocional,2027,Sí,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,25.3,1072598,918,271367
Malestar emocional,2027,No,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,74.7,1204579,2186,899821
Malestar emocional,2024,Sí,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,24.3,601327,2364,146122
Malestar emocional,2024,No,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,75.7,891824,1154,675111
Malestar emocional,2023,Sí,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,17.4,589565,1043,102584
Malestar emocional,2023,No,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,82.6,556493,967,459663
Malestar emocional,2025,Sí,0 - 14,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,27.8,1415309,5672,393456
Malestar emocional,2025,No,0 - 14,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,72.2,1243334,1412,897687
Malestar emocional,2026,Sí,65 - 74,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,20.5,1226033,1020,251337
Malestar emocional,2026,No,65 - 74,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,79.5,633839,2019,503902
Malestar emocional,2023,Sí,15 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,30.4,149148,222,45341
Malestar emocional,2023,No,15 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,69.6,277440,1004,193098
Malestar emocional,2023,Sí,15 - 44,Dona,Classe III,Estudis universitaris,Lleida,30.7,1490979,4125,457731
Malestar emocional,2023,No,15 - 44,Dona,Classe III,Estudis universitaris,Lleida,69.3,1340007,1951,928625
Malestar emocional,2026,Sí,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,18.2,866385,3848,157682
Malestar emocional,2026,No,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,81.8,1424634,1096,1165351
Malestar emocional,2023,Sí,15 i més,Home,Classe I,Estudis universitaris,Lleida,31.3,1188232,4984,371917
Malestar emocional,2023,No,15 i més,Home,Classe I,Estudis universitaris,Lleida,68.7,567733,1766,390033
Malestar emocional,2024,Sí,65 - 74,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,29.8,791223,765,235784
Malestar emocional,2024,No,65 - 74,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,70.2,595594,1966,418107
Malestar emocional,2023,Sí,15 - 44,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,28.7,190305,833,54618
Malestar emocional,2023,No,15 - 44,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,71.3,1346547,6019,960088
Malestar emocional,2027,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,26.7,360352,703,96214
Malestar emocional,2027,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,73.3,364317,591,267044
Malestar emocional,2026,Sí,65 - 74,Dona,Classe I,Estudis secundaris,Lleida,25.3,171159,223,43303
Malestar emocional,2026,No,65 - 74,Dona,Classe I,Estudis secundaris,Lleida,74.7,365905,1735,273331
Malestar emocional,2024,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,26.7,806949,3715,215455
Malestar emocional,2024,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,73.3,1101249,1483,807216
Malestar emocional,2023,Sí,15 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Nord,28.6,1021427,3367,292128
Malestar emocional,2023,No,15 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Nord,71.4,1379913,707,985258
Malestar emocional,2025,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Girona,19.9,141813,180,28221
Malestar emocional,2025,No,45 - 64,Dona,Classe III,Estudis universitaris,Girona,80.1,1397471,780,1119374
Malestar emocional,2024,Sí,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Lleida,21.5,1315263,2712,282782
Malestar emocional,2024,No,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Lleida,78.5,1043385,5095,819057
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,16.1,228523,1002,36792
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,83.9,389217,228,326553
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,33.5,1497610,1144,501699
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,66.5,1321439,6184,878757
Malestar emocional,2024,Sí,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,33.1,850275,1816,281441
Malestar emocional,2024,No,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,66.9,965313,2100,645794
Malestar emocional,2024,Sí,15 - 44,Home,Classe II,Estudis universitaris,Terres de l’Ebre,33.2,687265,1592,228172
Malestar emocional,2024,No,15 - 44,Home,Classe II,Estudis universitaris,Terres de l’Ebre,66.8,908777,4191,607063
Malestar emocional,2026,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,28.6,477303,2276,136509
Malestar emocional,2026,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,71.4,227371,433,162343
Malestar emocional,2024,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,16.3,1369134,5232,223169
Malestar emocional,2024,No,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,83.7,1484395,1018,1242439
Malestar emocional,2024,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Girona,27.2,546792,2198,148727
Malestar emocional,2024,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Girona,72.8,805900,3869,586695
Malestar emocional,2026,Sí,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,20.8,1184884,4231,246456
Malestar emocional,2026,No,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,79.2,810474,545,641895
Malestar emocional,2025,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,25.5,1374891,6139,350597
Malestar emocional,2025,No,0 - 14,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,74.5,101782,326,75828
Malestar emocional,2023,Sí,65 i més,Home,Classe I,Estudis universitaris,Barcelona Ciutat,27.4,715129,1915,195945
Malestar emocional,2023,No,65 i més,Home,Classe I,Estudis universitaris,Barcelona Ciutat,72.6,1361455,3159,988416
Malestar emocional,2025,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,30.1,303421,777,91330
Malestar emocional,2025,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,69.9,637300,1571,445473
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,26.7,338701,716,90433
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,73.3,1494349,5251,1095358
Malestar emocional,2024,Sí,0 - 14,Home,Classe III,Estudis secundaris,Lleida,25.7,404523,476,103962
Malestar emocional,2024,No,0 - 14,Home,Classe III,Estudis secundaris,Lleida,74.3,478488,1344,355517
Malestar emocional,2023,Sí,65 i més,Home,Classe II,Estudis secundaris,Lleida,33.9,609678,949,206681
Malestar emocional,2023,No,65 i més,Home,Classe II,Estudis secundaris,Lleida,66.1,1493754,3132,987371
Malestar emocional,2027,Sí,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,27.2,535424,919,145635
Malestar emocional,2027,No,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,72.8,447899,2154,326070
Malestar emocional,2025,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,16.8,1410326,4069,236935
Malestar emocional,2025,No,45 - 64,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,83.2,239143,536,198967
Malestar emocional,2027,Sí,75 i més,Home,Classe III,Estudis primaris i sense estudis,Girona,29.8,426160,944,126996
Malestar emocional,2027,No,75 i més,Home,Classe III,Estudis primaris i sense estudis,Girona,70.2,464766,2076,326266
Malestar emocional,2026,Sí,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,33.9,1444669,4396,489743
Malestar emocional,2026,No,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,66.1,168091,241,111108
Malestar emocional,2023,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,29.0,1116381,3525,323750
Malestar emocional,2023,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,71.0,720243,3015,511373
Malestar emocional,2026,Sí,15 - 44,Home,Classe III,Estudis universitaris,Lleida,31.2,325831,606,101659
Malestar emocional,2026,No,15 - 44,Home,Classe III,Estudis universitaris,Lleida,68.8,1016308,3445,699220
Malestar emocional,2024,Sí,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,22.4,843896,1535,189033
Malestar emocional,2024,No,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,77.6,682582,609,529684
Malestar emocional,2027,Sí,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Nord,19.0,892897,1713,169650
Malestar emocional,2027,No,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Nord,81.0,1433662,5966,1161266
Malestar emocional,2027,Sí,75 i més,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,31.1,728350,1702,226517
Malestar emocional,2027,No,75 i més,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,68.9,393528,857,271141
Malestar emocional,2027,Sí,75 i més,Home,Classe II,Estudis universitaris,Lleida,23.2,389492,924,90362
Malestar emocional,2027,No,75 i més,Home,Classe II,Estudis universitaris,Lleida,76.8,1328535,3648,1020315
Malestar emocional,2026,Sí,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,34.7,801992,3376,278291
Malestar emocional,2026,No,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,65.3,111003,260,72485
Malestar emocional,2027,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,15.1,1105410,700,166917
Malestar emocional,2027,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,84.9,1150234,3474,976549
Malestar emocional,2024,Sí,45 - 64,Home,Classe III,Estudis universitaris,Lleida,34.0,854538,3751,290543
Malestar emocional,2024,No,45 - 64,Home,Classe III,Estudis universitaris,Lleida,66.0,1486764,1289,981264
Malestar emocional,2026,Sí,45 - 64,Home,Classe I,Estudis secundaris,Girona,15.4,1493942,1807,230067
Malestar emocional,2026,No,45 - 64,Home,Classe I,Estudis secundaris,Girona,84.6,1155294,4049,977379
Malestar emocional,2025,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,18.4,254412,557,46812
Malestar emocional,2025,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,81.6,747859,3227,610253
Malestar emocional,2025,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,16.7,1365065,2647,227966
Malestar emocional,2025,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,83.3,1139812,4030,949463
Malestar emocional,2025,Sí,45 - 64,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,28.5,850886,1553,242503
Malestar emocional,2025,No,45 - 64,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,71.5,1181791,5167,844981
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,18.3,1244634,1202,227768
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,81.7,386767,1432,315989
Malestar emocional,2023,Sí,45 - 64,Home,Classe I,Estudis secundaris,Lleida,30.9,136717,425,42246
Malestar emocional,2023,No,45 - 64,Home,Classe I,Estudis secundaris,Lleida,69.1,311286,1223,215099
Malestar emocional,2025,Sí,15 i més,Home,Classe II,Estudis universitaris,Terres de l’Ebre,17.4,901805,3039,156914
Malestar emocional,2025,No,15 i més,Home,Classe II,Estudis universitaris,Terres de l’Ebre,82.6,308952,1330,255194
Malestar emocional,2025,Sí,65 i més,Dona,Classe III,Estudis secundaris,Girona,34.0,800085,2133,272029
Malestar emocional,2025,No,65 i més,Dona,Classe III,Estudis secundaris,Girona,66.0,543765,1995,358885
Malestar emocional,2024,Sí,15 i més,Dona,Classe III,Estudis secundaris,Girona,15.9,142050,462,22586
Malestar emocional,2024,No,15 i més,Dona,Classe III,Estudis secundaris,Girona,84.1,1484606,6485,1248554
Malestar emocional,2024,Sí,15 i més,Home,Classe II,Estudis secundaris,Cat. Central,30.0,1226958,1058,368087
Malestar emocional,2024,No,15 i més,Home,Classe II,Estudis secundaris,Cat. Central,70.0,554570,1846,388199
Malestar emocional,2025,Sí,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,22.1,859289,1111,189903
Malestar emocional,2025,No,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,77.9,285046,291,222051
Malestar emocional,2023,Sí,75 i més,Home,Classe II,Estudis universitaris,Cat. Central,28.9,868297,2162,250938
Malestar emocional,2023,No,75 i més,Home,Classe II,Estudis universitaris,Cat. Central,71.1,1449306,2481,1030457
Malestar emocional,2024,Sí,65 i més,Dona,Classe II,Estudis universitaris,Girona,24.7,429826,410,106167
Malestar emocional,2024,No,65 i més,Dona,Classe II,Estudis universitaris,Girona,75.3,816289,3557,614666
Malestar emocional,2024,Sí,15 - 44,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,34.5,1010060,3846,348471
Malestar emocional,2024,No,15 - 44,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,65.5,471617,1704,308909
Malestar emocional,2026,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,27.3,1341410,5846,366205
Malestar emocional,2026,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,72.7,864757,944,628678
Malestar emocional,2026,Sí,0 - 14,Home,Classe I,Estudis universitaris,Terres de l’Ebre,21.4,1418414,2063,303541
Malestar emocional,2026,No,0 - 14,Home,Classe I,Estudis universitaris,Terres de l’Ebre,78.6,1385321,4764,1088862
Malestar emocional,2027,Sí,75 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Nord,26.6,1403337,2944,373288
Malestar emocional,2027,No,75 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Nord,73.4,719142,3299,527850
Malestar emocional,2024,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,22.3,637074,658,142068
Malestar emocional,2024,No,0 - 14,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,77.7,459185,638,356787
Malestar emocional,2025,Sí,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Girona,30.7,1031908,3461,316796
Malestar emocional,2025,No,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Girona,69.3,531744,1715,368499
Malestar emocional,2025,Sí,65 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,33.2,107647,363,35739
Malestar emocional,2025,No,65 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,66.8,176084,175,117624
Malestar emocional,2026,Sí,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Girona,17.7,203715,886,36058
Malestar emocional,2026,No,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Girona,82.3,357313,467,294069
Malestar emocional,2027,Sí,45 - 64,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,16.1,1345425,2376,216613
Malestar emocional,2027,No,45 - 64,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,83.9,1160726,1612,973849
Malestar emocional,2027,Sí,75 i més,Dona,Classe II,Estudis secundaris,Lleida,31.2,479982,2053,149754
Malestar emocional,2027,No,75 i més,Dona,Classe II,Estudis secundaris,Lleida,68.8,784676,1696,539857
Malestar emocional,2023,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Girona,27.2,1451044,4121,394684
Malestar emocional,2023,No,0 - 14,Dona,Classe I,Estudis universitaris,Girona,72.8,1405933,1954,1023519
Malestar emocional,2027,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,22.0,118451,426,26059
